,video_name,question,answer_number,question_id,question_type,a0,a1,a2,a3,answer
5247,RRZU3_2.7_11,What did the person do to the laptop after lying on the sofa/couch?,3,Sequence_T5_2462,Sequence_T5,Lied on.,Threw.,Tidied up.,Opened.,Opened.
5248,5MF9Y_13.6_20.3,What did the person do to the food after putting down the broom?,2,Sequence_T5_2485,Sequence_T5,Put down.,Washed.,Threw.,Tidied up.,Threw.
5249,HFW6H_29.6_41.7,What did the person do to the clothes after putting down the cup/glass/bottle?,2,Sequence_T5_2530,Sequence_T5,Opened.,Took.,Threw.,Tidied up.,Threw.
5250,ANA5N_14.2_21.8,What did the person do to the towel after opening the closet/cabinet?,2,Sequence_T5_2568,Sequence_T5,Tidied up.,Took.,Put down.,Threw.,Put down.
5251,JBJGX_0_19.9,What did the person do to the laptop after sitting on the sofa/couch?,0,Sequence_T5_2601,Sequence_T5,Closed.,Sat at.,Put down.,Opened.,Closed.
5252,JBJGX_12.2_19.9,What did the person do to the laptop after taking the clothes?,2,Sequence_T5_2602,Sequence_T5,Opened.,Threw.,Closed.,Tidied up.,Closed.
5253,JBJGX_23.4_31.5,What did the person do to the laptop after putting down the clothes?,0,Sequence_T5_2603,Sequence_T5,Opened.,Closed.,Took.,Tidied up.,Opened.
5254,43FG9_3.2_11.4,What did the person do to the towel after putting down the clothes?,0,Sequence_T5_2605,Sequence_T5,Threw.,Took.,Ate.,Tidied up.,Threw.
5255,9335E_19.1_43,What did the person do to the closet/cabinet after putting down the dish?,1,Sequence_T5_2608,Sequence_T5,Closed.,Opened.,Tidied up.,Sat on.,Opened.
5256,N2GFQ_6.9_39,What did the person do to the sofa/couch after putting down the bag?,0,Sequence_T5_2630,Sequence_T5,Lied on.,Sat on.,Took.,Ate.,Lied on.
5257,WRW74_1.9_9.3,What did the person do to the box after taking the dish?,2,Sequence_T5_2640,Sequence_T5,Threw.,Put down.,Opened.,Closed.,Opened.
5258,AWITI_2.3_15.9,What did the person do to the pillow after closing the door?,0,Sequence_T5_2668,Sequence_T5,Took.,Threw.,Sat on.,Ate.,Took.
5259,9BCZU_25_34,What did the person do to the clothes after putting down the blanket?,1,Sequence_T5_2678,Sequence_T5,Took.,Washed.,Threw.,Tidied up.,Washed.
5260,9PXC0_16.2_31,What did the person do to the book after holding the phone/camera?,1,Sequence_T5_2684,Sequence_T5,Put down.,Opened.,Took.,Threw.,Opened.
5261,4S3UZ_0_31.7,What did the person do to the broom after sitting on the floor?,3,Sequence_T5_2703,Sequence_T5,Took.,Tidied up.,Threw.,Put down.,Put down.
5262,BCONW_4.5_13.3,What did the person do to the refrigerator after taking the cup/glass/bottle?,3,Sequence_T5_2706,Sequence_T5,Sat on.,Put down.,Opened.,Closed.,Closed.
5263,JZDL6_7.8_14,What did the person do to the bed after taking the shoe?,1,Sequence_T5_2719,Sequence_T5,Closed.,Sat on.,Washed.,Lied on.,Sat on.
5264,FETME_7.4_15.7,What did the person do to the book after taking the paper/notebook?,1,Sequence_T5_2730,Sequence_T5,Threw.,Opened.,Put down.,Closed.,Opened.
5265,M704T_9.8_19.6,What did the person do to the towel after closing the door?,3,Sequence_T5_2731,Sequence_T5,Tidied up.,Put down.,Threw.,Took.,Took.
5266,I713Z_7.5_24.7,What did the person do to the refrigerator after holding the laptop?,0,Sequence_T5_2771,Sequence_T5,Opened.,Lied on.,Closed.,Took.,Opened.
5267,Q7RK6_2.2_13.4,What did the person do to the pillow after throwing the clothes?,3,Sequence_T5_2773,Sequence_T5,Ate.,Lied on.,Threw.,Put down.,Put down.
5268,ZAJAJ_12.2_29.1,What did the person do to the laptop after taking the picture?,2,Sequence_T5_2799,Sequence_T5,Took.,Threw.,Opened.,Closed.,Opened.
5269,ZAJAJ_13.8_29.1,What did the person do to the laptop after holding the picture?,2,Sequence_T5_2801,Sequence_T5,Took.,Put down.,Opened.,Closed.,Opened.
5270,VNVRA_0_5.8,What did the person do to the box after opening the closet/cabinet?,0,Sequence_T5_2809,Sequence_T5,Took.,Put down.,Sat on.,Closed.,Took.
5271,KLP7V_0_16.3,What did the person do to the box after tidying up the closet/cabinet?,0,Sequence_T5_2819,Sequence_T5,Put down.,Opened.,Took.,Tidied up.,Put down.
5272,K87AC_0.7_16.4,What did the person do to the clothes after closing the door?,1,Sequence_T5_2826,Sequence_T5,Sat at.,Put down.,Threw.,Tidied up.,Put down.
5273,ABHC6_2.5_10.2,What did the person do to the closet/cabinet after putting down the clothes?,0,Sequence_T5_2829,Sequence_T5,Opened.,Closed.,Tidied up.,Lied on.,Opened.
5274,ABHC6_3_15.2,What did the person do to the clothes after opening the closet/cabinet?,3,Sequence_T5_2830,Sequence_T5,Put down.,Sat at.,Threw.,Took.,Took.
5275,WBS4I_5.7_15.5,What did the person do to the closet/cabinet after taking the paper/notebook?,3,Sequence_T5_2841,Sequence_T5,Opened.,Sat on.,Tidied up.,Closed.,Closed.
5276,P4DL9_0_32.2,What did the person do to the phone/camera after closing the refrigerator?,3,Sequence_T5_2845,Sequence_T5,Tidied up.,Put down.,Sat on.,Took.,Took.
5277,OO4FE_10.6_18.6,What did the person do to the book after sitting at the table?,3,Sequence_T5_2849,Sequence_T5,Threw.,Put down.,Closed.,Opened.,Opened.
5278,OO4FE_0_6.6,What did the person do to the bag after tidying up the table?,0,Sequence_T5_2851,Sequence_T5,Threw.,Put down.,Opened.,Took.,Threw.
5279,52WDV_1.2_26.7,What did the person do to the book after taking the clothes?,3,Sequence_T5_2852,Sequence_T5,Put down.,Tidied up.,Threw.,Opened.,Opened.
5280,FX1T5_2.6_14.3,What did the person do to the book after putting down the picture?,2,Sequence_T5_2860,Sequence_T5,Took.,Sat on.,Opened.,Closed.,Opened.
5281,FX1T5_3.8_14.3,What did the person do to the book after watching at the picture?,0,Sequence_T5_2861,Sequence_T5,Opened.,Tidied up.,Put down.,Sat on.,Opened.
5282,6TV29_1.8_21.4,What did the person do to the clothes after holding the blanket?,2,Sequence_T5_2891,Sequence_T5,Took.,Threw.,Put down.,Tidied up.,Put down.
5283,TK76G_0_16,What did the person do to the towel after taking the food?,3,Sequence_T5_2942,Sequence_T5,Tidied up.,Threw.,Closed.,Put down.,Put down.
5284,3IRHH_14.6_28.8,What did the person do to the book after putting down the dish?,1,Sequence_T5_2960,Sequence_T5,Threw.,Opened.,Closed.,Tidied up.,Opened.
5285,NCRCW_3.7_10.2,What did the person do to the pillow after sitting on the floor?,3,Sequence_T5_2996,Sequence_T5,Put down.,Tidied up.,Threw.,Took.,Took.
5286,08F85_1_23.2,What did the person do to the medicine after opening the closet/cabinet?,2,Sequence_T5_2999,Sequence_T5,Opened.,Washed.,Ate.,Closed.,Ate.
5287,08F85_11.1_23.2,What did the person do to the medicine after opening the closet/cabinet?,3,Sequence_T5_3000,Sequence_T5,Put down.,Threw.,Closed.,Ate.,Ate.
5288,4MFE0_0_27.2,What did the person do to the book after holding the food?,1,Sequence_T5_3013,Sequence_T5,Threw.,Took.,Opened.,Closed.,Took.
5289,LGS4C_0_24.5,What did the person do to the door after holding the phone/camera?,1,Sequence_T5_3026,Sequence_T5,Lied on.,Closed.,Opened.,Sat on.,Closed.
5290,4YL07_7_14.2,What did the person do to the cup/glass/bottle after watching at the picture?,2,Sequence_T5_3052,Sequence_T5,Tidied up.,Washed.,Took.,Put down.,Took.
5291,FVITB_6.2_25.3,What did the person do to the refrigerator after taking the food?,3,Sequence_T5_3056,Sequence_T5,Closed.,Threw.,Put down.,Opened.,Opened.
5292,FL6DF_0.9_8.1,What did the person do to the laptop after sitting on the sofa/couch?,2,Sequence_T5_3064,Sequence_T5,Closed.,Put down.,Opened.,Took.,Opened.
5293,FL6DF_8.9_15.9,What did the person do to the pillow after putting down the blanket?,1,Sequence_T5_3065,Sequence_T5,Ate.,Threw.,Took.,Put down.,Threw.
5294,ZS9XR_1.5_17.1,What did the person do to the medicine after taking the food?,3,Sequence_T5_3075,Sequence_T5,Sat at.,Opened.,Tidied up.,Ate.,Ate.
5295,BAUQE_0_10.2,What did the person do to the broom after tidying up the clothes?,0,Sequence_T5_3112,Sequence_T5,Took.,Sat on.,Ate.,Washed.,Took.
5296,APVAD_6.7_16.5,What did the person do to the pillow after holding the clothes?,3,Sequence_T5_3122,Sequence_T5,Washed.,Put down.,Took.,Threw.,Threw.
5297,P4HXN_0.8_33.3,What did the person do to the laptop after washing the clothes?,2,Sequence_T5_3125,Sequence_T5,Closed.,Opened.,Put down.,Took.,Put down.
5298,UF91R_9.7_14.3,What did the person do to the refrigerator after taking the food?,1,Sequence_T5_3126,Sequence_T5,Sat on.,Opened.,Closed.,Put down.,Opened.
5299,UF91R_11.3_17.4,What did the person do to the refrigerator after holding the food?,2,Sequence_T5_3127,Sequence_T5,Washed.,Sat on.,Closed.,Opened.,Closed.
5300,PQYWB_0_10.7,What did the person do to the towel after holding the phone/camera?,2,Sequence_T5_3140,Sequence_T5,Threw.,Tidied up.,Put down.,Took.,Put down.
5301,I1OLQ_8.4_32,What did the person do to the bag after closing the door?,1,Sequence_T5_3144,Sequence_T5,Took.,Opened.,Put down.,Threw.,Opened.
5302,M1FNW_0_6.9,What did the person do to the laptop after holding the phone/camera?,3,Sequence_T5_3148,Sequence_T5,Put down.,Closed.,Opened.,Took.,Took.
5303,NKCXF_0_15.3,What did the person do to the pillow after sitting on the sofa/couch?,0,Sequence_T5_3189,Sequence_T5,Put down.,Took.,Sat on.,Threw.,Put down.
5304,40309_22.4_32,What did the person do to the closet/cabinet after opening the door?,0,Sequence_T5_3217,Sequence_T5,Closed.,Tidied up.,Sat on.,Lied on.,Closed.
5305,ZZ2SF_0_25.5,What did the person do to the medicine after holding the phone/camera?,2,Sequence_T5_3244,Sequence_T5,Put down.,Washed.,Ate.,Took.,Ate.
5306,8L9AJ_2.7_20.3,What did the person do to the laptop after opening the box?,1,Sequence_T5_3245,Sequence_T5,Closed.,Took.,Ate.,Washed.,Took.
5307,9X208_0_26.8,What did the person do to the towel after lying on the bed?,2,Sequence_T5_3246,Sequence_T5,Put down.,Tidied up.,Took.,Threw.,Took.
5308,QQUU5_0_10.1,What did the person do to the door after drinking from the cup/glass/bottle?,3,Sequence_T5_3248,Sequence_T5,Opened.,Tidied up.,Lied on.,Closed.,Closed.
5309,RJCNV_11.5_17.9,What did the person do to the book after sitting at the table?,2,Sequence_T5_3249,Sequence_T5,Put down.,Threw.,Opened.,Closed.,Opened.
5310,RJCNV_3.2_17.9,What did the person do to the book after closing the door?,3,Sequence_T5_3250,Sequence_T5,Ate.,Put down.,Took.,Opened.,Opened.
5311,LW51F_0_17,What did the person do to the book after holding the mirror?,3,Sequence_T5_3256,Sequence_T5,Opened.,Took.,Put down.,Closed.,Closed.
5312,LW51F_0_17,What did the person do to the book after washing the mirror?,0,Sequence_T5_3257,Sequence_T5,Closed.,Threw.,Put down.,Opened.,Closed.
5313,6QSON_9.5_24.3,What did the person do to the bag after putting down the cup/glass/bottle?,2,Sequence_T5_3270,Sequence_T5,Sat on.,Threw.,Opened.,Took.,Opened.
5314,BE51K_0_19.8,What did the person do to the bed after watching outside the window?,2,Sequence_T5_3276,Sequence_T5,Lied on.,Put down.,Sat on.,Closed.,Sat on.
5315,BE51K_0_19.8,What did the person do to the bed after putting down the bag?,2,Sequence_T5_3277,Sequence_T5,Ate.,Threw.,Sat on.,Lied on.,Sat on.
5316,2I871_0_16.6,What did the person do to the bag after holding the phone/camera?,2,Sequence_T5_3280,Sequence_T5,Threw.,Opened.,Took.,Put down.,Took.
5317,2I871_0_16.6,What did the person do to the bag after lying on the floor?,2,Sequence_T5_3281,Sequence_T5,Put down.,Threw.,Took.,Opened.,Took.
5318,3FEYY_12_17.3,What did the person do to the towel after taking the cup/glass/bottle?,1,Sequence_T5_3299,Sequence_T5,Tidied up.,Put down.,Sat on.,Threw.,Put down.
5319,VPBIO_0.2_9.1,What did the person do to the bag after putting down the food?,1,Sequence_T5_3300,Sequence_T5,Took.,Opened.,Ate.,Threw.,Opened.
5320,8MLCU_4.4_14.4,What did the person do to the refrigerator after putting down the box?,0,Sequence_T5_3331,Sequence_T5,Opened.,Tidied up.,Closed.,Ate.,Opened.
5321,34J80_2.9_26.6,What did the person do to the food after drinking from the cup/glass/bottle?,2,Sequence_T5_3336,Sequence_T5,Threw.,Put down.,Took.,Ate.,Took.
5322,GLGQJ_19.5_29.3,What did the person do to the window after taking the phone/camera?,0,Sequence_T5_3347,Sequence_T5,Closed.,Ate.,Opened.,Washed.,Closed.
5323,GLGQJ_0_29.3,What did the person do to the window after washing the cup/glass/bottle?,0,Sequence_T5_3348,Sequence_T5,Closed.,Put down.,Opened.,Ate.,Closed.
5324,TOOYI_4.6_19.1,What did the person do to the box after putting down the towel?,0,Sequence_T5_3350,Sequence_T5,Closed.,Took.,Sat at.,Threw.,Closed.
5325,TOOYI_1.6_19.1,What did the person do to the box after putting down the blanket?,2,Sequence_T5_3351,Sequence_T5,Opened.,Threw.,Closed.,Took.,Closed.
5326,T2J3M_13.1_27.2,What did the person do to the closet/cabinet after putting down the clothes?,0,Sequence_T5_3387,Sequence_T5,Tidied up.,Took.,Closed.,Opened.,Tidied up.
5327,T2J3M_9.2_27.2,What did the person do to the closet/cabinet after opening the door?,3,Sequence_T5_3388,Sequence_T5,Closed.,Washed.,Sat at.,Tidied up.,Tidied up.
5328,M52K2_1.7_22.8,What did the person do to the food after sitting on the floor?,0,Sequence_T5_3392,Sequence_T5,Put down.,Took.,Closed.,Opened.,Put down.
5329,XLR4B_5.3_30.9,What did the person do to the table after eating the sandwich?,2,Sequence_T5_3393,Sequence_T5,Put down.,Washed.,Sat at.,Tidied up.,Sat at.
5330,XLR4B_0.1_30.9,What did the person do to the table after holding the sandwich?,1,Sequence_T5_3394,Sequence_T5,Tidied up.,Sat at.,Washed.,Ate.,Sat at.
5331,XLR4B_0.4_30.9,What did the person do to the table after holding the food?,0,Sequence_T5_3395,Sequence_T5,Sat at.,Tidied up.,Lied on.,Washed.,Sat at.
5332,JCNHL_12_27.6,What did the person do to the box after throwing the clothes?,3,Sequence_T5_3408,Sequence_T5,Took.,Put down.,Washed.,Opened.,Opened.
5333,JCNHL_12.4_27.6,What did the person do to the box after holding the clothes?,3,Sequence_T5_3409,Sequence_T5,Threw.,Put down.,Took.,Opened.,Opened.
5334,QXT9W_10.7_24.2,What did the person do to the book after sitting at the table?,1,Sequence_T5_3418,Sequence_T5,Closed.,Opened.,Threw.,Took.,Opened.
5335,CLW8L_0_13.1,What did the person do to the pillow after lying on the bed?,0,Sequence_T5_3436,Sequence_T5,Took.,Threw.,Put down.,Ate.,Took.
5336,17RPG_24.1_33,What did the person do to the sandwich after throwing the clothes?,1,Sequence_T5_3437,Sequence_T5,Took.,Ate.,Lied on.,Put down.,Ate.
5337,IBX56_0.9_19.1,What did the person do to the clothes after eating the sandwich?,1,Sequence_T5_3447,Sequence_T5,Threw.,Tidied up.,Took.,Washed.,Tidied up.
5338,IBX56_0_19.1,What did the person do to the clothes after holding the food?,3,Sequence_T5_3448,Sequence_T5,Threw.,Washed.,Took.,Tidied up.,Tidied up.
5339,IBX56_0_19.1,What did the person do to the clothes after holding the sandwich?,0,Sequence_T5_3449,Sequence_T5,Tidied up.,Washed.,Threw.,Put down.,Tidied up.
5340,QRWQ3_13_33.3,What did the person do to the box after putting down the dish?,0,Sequence_T5_3501,Sequence_T5,Opened.,Took.,Threw.,Closed.,Opened.
5341,AFTMI_13.5_37.8,What did the person do to the pillow after holding the shoe?,2,Sequence_T5_3581,Sequence_T5,Threw.,Put down.,Took.,Sat on.,Took.
5342,AFTMI_0_37.8,What did the person do to the pillow after sitting on the sofa/couch?,0,Sequence_T5_3582,Sequence_T5,Took.,Threw.,Put down.,Sat at.,Took.
5343,969Z9_0_7.4,What did the person do to the table after holding the phone/camera?,2,Sequence_T5_3583,Sequence_T5,Washed.,Tidied up.,Sat at.,Lied on.,Sat at.
5344,IFQS1_6.1_13.3,What did the person do to the blanket after washing the clothes?,0,Sequence_T5_3584,Sequence_T5,Put down.,Tidied up.,Threw.,Took.,Put down.
5345,MHTRY_0_9,What did the person do to the towel after opening the door?,0,Sequence_T5_3617,Sequence_T5,Took.,Tidied up.,Put down.,Threw.,Took.
5346,5XKVP_3.1_9,What did the person do to the blanket after tidying up the table?,3,Sequence_T5_3645,Sequence_T5,Put down.,Ate.,Took.,Threw.,Threw.
5347,H51V5_10.8_18,What did the person do to the dish after holding the food?,2,Sequence_T5_3647,Sequence_T5,Put down.,Sat on.,Took.,Washed.,Took.
5348,6JGXL_0_20.9,What did the person do to the medicine after sitting at the table?,3,Sequence_T5_3663,Sequence_T5,Threw.,Tidied up.,Opened.,Ate.,Ate.
5349,GMMVC_0_16.4,What did the person do to the book after putting down the blanket?,1,Sequence_T5_3667,Sequence_T5,Took.,Closed.,Opened.,Threw.,Closed.
5350,3Z1YC_14.8_22.9,What did the person do to the bag after holding the broom?,0,Sequence_T5_3671,Sequence_T5,Took.,Put down.,Opened.,Threw.,Took.
5351,E0ZBC_0_38.1,What did the person do to the book after sitting at the table?,3,Sequence_T5_3673,Sequence_T5,Sat at.,Threw.,Opened.,Took.,Took.
5352,GTK8W_30.9_36.4,What did the person do to the book after putting down the food?,0,Sequence_T5_3684,Sequence_T5,Opened.,Closed.,Threw.,Took.,Opened.
5353,81YUE_10.6_30.6,What did the person do to the clothes after lying on the bed?,2,Sequence_T5_3688,Sequence_T5,Took.,Tidied up.,Put down.,Sat at.,Put down.
5354,D87LI_0_19.6,What did the person do to the laptop after sitting at the table?,2,Sequence_T5_3690,Sequence_T5,Opened.,Took.,Closed.,Tidied up.,Closed.
5355,D87LI_0_19.6,What did the person do to the laptop after sitting on the sofa/couch?,2,Sequence_T5_3691,Sequence_T5,Took.,Tidied up.,Closed.,Opened.,Closed.
5356,AK9IB_24.5_35,What did the person do to the box after putting down the shoe?,3,Sequence_T5_3694,Sequence_T5,Threw.,Took.,Opened.,Closed.,Closed.
5357,VWAEL_7.6_30.5,What did the person do to the box after holding the phone/camera?,1,Sequence_T5_3696,Sequence_T5,Opened.,Took.,Threw.,Put down.,Took.
5358,2RTH2_0_17,What did the person do to the towel after tidying up the table?,0,Sequence_T5_3758,Sequence_T5,Put down.,Took.,Closed.,Threw.,Put down.
5359,VT64S_4.9_16.6,What did the person do to the bag after holding the food?,3,Sequence_T5_3779,Sequence_T5,Took.,Put down.,Threw.,Opened.,Opened.
5360,R9NRA_19.4_32,What did the person do to the sofa/couch after putting down the cup/glass/bottle?,0,Sequence_T5_3785,Sequence_T5,Lied on.,Sat on.,Opened.,Took.,Lied on.
5361,EGVGL_0_23,What did the person do to the bag after holding the pillow?,1,Sequence_T5_3801,Sequence_T5,Took.,Opened.,Put down.,Threw.,Opened.
5362,EGVGL_0_23,What did the person do to the bag after lying on the sofa/couch?,2,Sequence_T5_3802,Sequence_T5,Threw.,Took.,Opened.,Put down.,Opened.
5363,8IPWO_1.8_14.4,What did the person do to the book after drinking from the cup/glass/bottle?,3,Sequence_T5_3807,Sequence_T5,Took.,Closed.,Threw.,Opened.,Opened.
5364,2ZXJ5_5.7_12.7,What did the person do to the sofa/couch after putting down the cup/glass/bottle?,2,Sequence_T5_3809,Sequence_T5,Lied on.,Took.,Sat on.,Opened.,Sat on.
5365,9LHP3_5_12.3,What did the person do to the sofa/couch after holding the shoe?,1,Sequence_T5_3872,Sequence_T5,Put down.,Sat on.,Lied on.,Washed.,Sat on.
5366,XPDI1_0_10,What did the person do to the dish after drinking from the cup/glass/bottle?,2,Sequence_T5_3931,Sequence_T5,Threw.,Took.,Put down.,Washed.,Put down.
5367,RAQNI_0_16.2,What did the person do to the blanket after holding the clothes?,3,Sequence_T5_3945,Sequence_T5,Took.,Put down.,Threw.,Tidied up.,Tidied up.
5368,9B93K_1.8_10.4,What did the person do to the sandwich after holding the food?,0,Sequence_T5_3996,Sequence_T5,Took.,Put down.,Sat on.,Ate.,Took.
5369,VGAMG_4_15.6,What did the person do to the dish after taking the cup/glass/bottle?,0,Sequence_T5_4020,Sequence_T5,Put down.,Sat at.,Washed.,Ate.,Put down.
5370,U0X4P_0_30.8,What did the person do to the clothes after watching outside the window?,0,Sequence_T5_4042,Sequence_T5,Threw.,Put down.,Took.,Washed.,Threw.
5371,G87XG_8.7_22.5,What did the person do to the book after sitting at the table?,2,Sequence_T5_4064,Sequence_T5,Opened.,Took.,Put down.,Washed.,Put down.
5372,AS7SG_18.8_31,What did the person do to the laptop after eating the sandwich?,0,Sequence_T5_4107,Sequence_T5,Opened.,Closed.,Sat on.,Took.,Opened.
5373,4G00A_18.9_31.1,What did the person do to the broom after putting down the cup/glass/bottle?,3,Sequence_T5_4125,Sequence_T5,Tidied up.,Lied on.,Threw.,Took.,Took.
5374,RCD08_6.7_30.2,What did the person do to the towel after taking the blanket?,2,Sequence_T5_4146,Sequence_T5,Tidied up.,Opened.,Threw.,Put down.,Threw.
5375,RCD08_7.2_30.2,What did the person do to the towel after holding the clothes?,1,Sequence_T5_4147,Sequence_T5,Took.,Threw.,Put down.,Tidied up.,Threw.
5376,B57IW_4.2_17.1,What did the person do to the phone/camera after opening the door?,1,Sequence_T5_4148,Sequence_T5,Washed.,Took.,Lied on.,Threw.,Took.
5377,8W31Y_0_7.2,What did the person do to the food after lying on the bed?,3,Sequence_T5_4159,Sequence_T5,Threw.,Put down.,Lied on.,Took.,Took.
5378,G4NOT_0_28.3,What did the person do to the door after holding the phone/camera?,0,Sequence_T5_4208,Sequence_T5,Closed.,Tidied up.,Ate.,Opened.,Closed.
5379,9K2TY_19.2_32,What did the person do to the towel after putting down the blanket?,3,Sequence_T5_4243,Sequence_T5,Took.,Sat on.,Tidied up.,Threw.,Threw.
5380,BDWIX_15.8_23.8,What did the person do to the clothes after putting down the blanket?,1,Sequence_T5_4259,Sequence_T5,Closed.,Tidied up.,Washed.,Threw.,Tidied up.
5381,SPUPH_6.1_11.4,What did the person do to the sandwich after holding the food?,2,Sequence_T5_4266,Sequence_T5,Put down.,Threw.,Took.,Ate.,Took.
5382,92UB5_0_32,What did the person do to the pillow after sitting at the table?,2,Sequence_T5_4306,Sequence_T5,Tidied up.,Ate.,Put down.,Took.,Put down.
5383,92UB5_0_32,What did the person do to the pillow after watching at the book?,2,Sequence_T5_4307,Sequence_T5,Took.,Sat on.,Put down.,Threw.,Put down.
5384,KO80I_0_23.1,What did the person do to the pillow after holding the phone/camera?,2,Sequence_T5_4329,Sequence_T5,Threw.,Lied on.,Put down.,Took.,Put down.
5385,KO80I_0_23.1,What did the person do to the pillow after sitting on the floor?,3,Sequence_T5_4330,Sequence_T5,Took.,Tidied up.,Threw.,Put down.,Put down.
5386,RZY2I_4_10,What did the person do to the window after taking the bag?,2,Sequence_T5_4338,Sequence_T5,Closed.,Washed.,Opened.,Sat on.,Opened.
5387,MOREL_0.7_26.8,What did the person do to the cup/glass/bottle after taking the dish?,3,Sequence_T5_4361,Sequence_T5,Ate.,Lied on.,Washed.,Put down.,Put down.
5388,MOREL_6.5_26.8,What did the person do to the cup/glass/bottle after tidying up the closet/cabinet?,0,Sequence_T5_4362,Sequence_T5,Put down.,Washed.,Ate.,Took.,Put down.
5389,NLWBW_0_8.5,What did the person do to the bag after closing the door?,3,Sequence_T5_4370,Sequence_T5,Took.,Opened.,Threw.,Put down.,Put down.
5390,5FDHU_0_6.1,What did the person do to the sandwich after taking the food?,3,Sequence_T5_4393,Sequence_T5,Lied on.,Put down.,Threw.,Ate.,Ate.
5391,OA6XR_0_22.5,What did the person do to the blanket after holding the book?,2,Sequence_T5_4394,Sequence_T5,Threw.,Took.,Put down.,Tidied up.,Put down.
5392,3064K_0_8.1,What did the person do to the blanket after sitting on the sofa/couch?,3,Sequence_T5_4396,Sequence_T5,Took.,Threw.,Put down.,Tidied up.,Tidied up.
5393,8J723_0_35.5,What did the person do to the window after holding the broom?,1,Sequence_T5_4404,Sequence_T5,Closed.,Opened.,Washed.,Lied on.,Opened.
5394,3MLVF_15.5_21.2,What did the person do to the refrigerator after taking the cup/glass/bottle?,2,Sequence_T5_4407,Sequence_T5,Opened.,Tidied up.,Closed.,Washed.,Closed.
5395,HOZ76_0_25,What did the person do to the book after sitting at the table?,0,Sequence_T5_4426,Sequence_T5,Took.,Closed.,Opened.,Threw.,Took.
5396,EK19H_4.2_17.6,What did the person do to the sandwich after holding the food?,2,Sequence_T5_4433,Sequence_T5,Took.,Closed.,Put down.,Ate.,Put down.
5397,FRLW2_8.6_32,What did the person do to the shoe after putting down the bag?,2,Sequence_T5_4441,Sequence_T5,Sat on.,Took.,Threw.,Closed.,Threw.
5398,86GSE_9.6_20,What did the person do to the sofa/couch after taking the shoe?,3,Sequence_T5_4524,Sequence_T5,Opened.,Put down.,Lied on.,Sat on.,Sat on.
5399,9J166_9.9_21.9,What did the person do to the book after opening the window?,1,Sequence_T5_4531,Sequence_T5,Took.,Closed.,Put down.,Threw.,Closed.
5400,9J166_0_17.5,What did the person do to the window after holding the book?,2,Sequence_T5_4532,Sequence_T5,Washed.,Closed.,Opened.,Threw.,Opened.
5401,9J166_0_17.5,What did the person do to the window after watching at the book?,2,Sequence_T5_4533,Sequence_T5,Washed.,Closed.,Opened.,Put down.,Opened.
5402,9J166_10.5_21.9,What did the person do to the book after watching outside the window?,2,Sequence_T5_4534,Sequence_T5,Took.,Put down.,Closed.,Opened.,Closed.
5403,V9XR6_0_20,What did the person do to the bed after sitting at the table?,3,Sequence_T5_4537,Sequence_T5,Opened.,Tidied up.,Closed.,Lied on.,Lied on.
5404,EXPOA_12.3_27.3,What did the person do to the clothes after sitting at the table?,2,Sequence_T5_4571,Sequence_T5,Washed.,Threw.,Put down.,Tidied up.,Put down.
5405,EXPOA_0.3_27.3,What did the person do to the clothes after drinking from the cup/glass/bottle?,2,Sequence_T5_4572,Sequence_T5,Sat at.,Threw.,Put down.,Washed.,Put down.
5406,0F453_0.3_20,What did the person do to the paper/notebook after opening the refrigerator?,0,Sequence_T5_4579,Sequence_T5,Took.,Sat at.,Lied on.,Put down.,Took.
5407,TAGS2_0_21.2,What did the person do to the door after holding the phone/camera?,2,Sequence_T5_4580,Sequence_T5,Closed.,Took.,Opened.,Put down.,Opened.
5408,1C6P3_0_8.6,What did the person do to the sandwich after holding the medicine?,2,Sequence_T5_4621,Sequence_T5,Closed.,Took.,Ate.,Put down.,Ate.
5409,1C6P3_0_8.6,What did the person do to the sandwich after sitting at the table?,1,Sequence_T5_4622,Sequence_T5,Took.,Ate.,Closed.,Sat on.,Ate.
5410,1C6P3_0_8.6,What did the person do to the sandwich after holding the food?,3,Sequence_T5_4623,Sequence_T5,Washed.,Put down.,Took.,Ate.,Ate.
5411,M506V_0_17.8,What did the person do to the towel after holding the laptop?,2,Sequence_T5_4625,Sequence_T5,Tidied up.,Put down.,Threw.,Took.,Threw.
5412,M506V_6.4_17.8,What did the person do to the towel after washing the table?,2,Sequence_T5_4626,Sequence_T5,Put down.,Tidied up.,Threw.,Took.,Threw.
5413,YLE12_0_9.6,What did the person do to the paper/notebook after tidying up the table?,2,Sequence_T5_4633,Sequence_T5,Opened.,Washed.,Took.,Put down.,Took.
5414,M2XIS_0_7.4,What did the person do to the sofa/couch after putting down the laptop?,3,Sequence_T5_4641,Sequence_T5,Lied on.,Washed.,Closed.,Sat on.,Sat on.
5415,M2XIS_2.7_9.4,What did the person do to the laptop after sitting on the sofa/couch?,3,Sequence_T5_4642,Sequence_T5,Closed.,Lied on.,Took.,Opened.,Opened.
5416,9A58F_2.9_10.9,What did the person do to the laptop after throwing the shoe?,0,Sequence_T5_4643,Sequence_T5,Took.,Closed.,Opened.,Threw.,Took.
5417,024PD_0_10.6,What did the person do to the book after holding the phone/camera?,1,Sequence_T5_4670,Sequence_T5,Took.,Put down.,Closed.,Threw.,Put down.
