,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
1550,4181031443,what does the lady with red cap do after holding the camera up for a while at the start,4181031443_TN_2,take pictures,4181031443,TN,sledding,adjust boy s position,take pictures,make more bubbles,starts running
1551,10516079413,why does the baby bend down beside the doll in the middle of the video,10516079413_CW_4,looking at the doll,10516079413,CW,looking at the doll,swing it to play,weak grip,support himself up,to play with
1552,6894565761,why did the boy place his hand on the board when the girl is drawing on the board,6894565761_CW_3,let girl trace his hand,6894565761,CW,let girl trace his hand,erase board,drawing also,reading it,pointing at what girl wrote
1553,5460164242,what does the man do after bending down and controls the laptop in the middle,5460164242_TN_8,dances with the girl,5460164242,TN,watch television,feed the dog,dances with the girl,play with laptop,talk with girl again
1554,4031580570,why does the lady in white top join the man and lady dancing,4031580570_CW_1,learn to dance,4031580570,CW,performing,dancing with the girl,yes,learn to dance,drink water
1555,5596610883,what did the lady do after she showed the keychain to the camera near the end of the video,5596610883_TN_10,put keychain down,5596610883,TN,smiles,put keychain down,eat ice cream,run over and lift it up,smile
1556,8364779007,why is the boy in red wearing a beanie,8364779007_CW_0,keep warm,8364779007,CW,keep clean,protect head,move around,signaling blue train to move,keep warm
1557,13643603625,why is the girl wearing gloves,13643603625_CW_4,costume for acting,13643603625,CW,repeating gesture,driving,costume for acting,scrapping the lady s feet,hand gesture
1558,4514212431,why does the baby wear a bib,4514212431_CW_0,keep his shirt clean,4514212431,CW,as the lady has dressed her,keep his shirt clean,it s sunny,playing with it,prevent baby from dirtying clothes
1559,3350647572,what did the girl do after the plush fell,3350647572_TN_9,sit down,3350647572,TN,bounce the baby,hold the mother s hand,sit down,tries to say something,stand up
1560,8784416378,how did the second person in white get down the slope cycle down or walk down,8784416378_CH_0,walk down,8784416378,CH,caress dog head,walk down,push the bike,ski,adult takes them off
1561,6045074723,why are the boys waving their hand at the start of the video,6045074723_CW_6,gesture greeting,6045074723,CW,carry the toy up,gesture greeting,laugh at the programme,bored,part of stunt
1562,9525696229,why does the girl run to the edge of the beach,9525696229_CW_0,play in the sea,9525696229,CW,posing,play in the sea,not to be hit by wave,rinse crab,pick it up
1563,5596610883,why did the man in white walked away from the table a little at the end of the video,5596610883_CW_8,laughing,5596610883,CW,to unbuckle,finished performing,laughing,take video from different angle,show his garden
1564,2994323383,why is the person in red holding a spatula at the start,2994323383_CW_4,to hit the egg,2994323383,CW,drink,to hit the egg,put on the table,blow candle,hit the dog
1565,3058094185,why is the television turned on,3058094185_CW_0,boy watches it,3058094185,CW,filming,boy watches it,daylight,haircut,to scratch
1566,2422465594,why is the rabbit staying so still at the start of the video,2422465594_CW_0,keeping vigilant,2422465594,CW,playing with the person,feeding,keeping vigilant,play with child,caress it
1567,4555837160,how does the audience show appreciation towards the end,4555837160_CH_6,clap,4555837160,CH,clap,give him money,standing up,jeer him,dance for him
1568,3264772244,why is the girl on the bicycle wearing helmet,3264772244_CW_0,protection and safety,3264772244,CW,control direction,protection and safety,support the girl,support for more balance,stylish
1569,4458565343,why does the man in white move his head and the camera as he takes the photograph,4458565343_CW_5,capture the surrounding,4458565343,CW,filming a movie,records the speeker,capture the surrounding,main guitarist,records the wedding
1570,5036295532,why did not the baby eat the food,5036295532_CW_5,full,5036295532,CW,eating,taking turns,play with dog,full,feeling sleepy
1571,8623311799,why is the baby in red smiling at the start of the video,8623311799_CW_1,being thrown by lady,8623311799,CW,happy about the food,dancing with man,ticklish,being thrown by lady,amused by the elmo
1572,3826103533,what does the baby do after playing with the doplhin toy for a while at the start of the video,3826103533_TN_5,jump up and down,3826103533,TN,lay down,stares at camera,bites the toy,stand and push box,jump up and down
1573,3239829542,why does the lady hold the man s hand while getting on the statue,3239829542_CW_6,to help her balance,3239829542,CW,photo posing,to help her balance,encourage her,lick hand,show the way
1574,10622567214,how does the dog react after the woman turns around,10622567214_TN_5,wag tail,10622567214,TN,caress the dog,move away,try to lick her face,wag tail,moves around
1575,7274130480,what did the boy do after he pointed at himself,7274130480_TN_2,lean over bed,7274130480,TN,touch man s hoodie,bend his back,pushing toy,pat his head,lean over bed
1576,6131518130,why did the girl in yellow turn to look at the water in the middle,6131518130_CW_1,feels scared,6131518130,CW,finding friend,feels scared,looking for fish,looking for dog,someone called her
1577,2994323383,why are the men seated around a table,2994323383_CW_6,to eat,2994323383,CW,to eat,playing cards,playing games,eating on the table,preparing food for their children
1578,4644208937,how did the lady ensured the boy s safety,4644208937_CH_6,holding onto safety rope,4644208937,CH,keep an eye on them,holding onto safety rope,by watching him,picked it up,hold onto the orange structure tightly
1579,3676023277,what are the objects that the man in black pick up after dancing halfway,3676023277_TN_1,toy shovel,3676023277,TN,hi-five,stand still,throw back to lady,toy shovel,dances
1580,6315028936,how is the baby kept comfortable,6315028936_CH_7,sit on cushion,6315028936,CH,wears towel,sitting on pram,sit on cushion,wear more clothes,mat
1581,3784430367,what did the girl do after touching the wine glass with her bottle the last time at the end,3784430367_TN_7,put bottle in mouth,3784430367,TN,put bottle in mouth,join dancing,hugs the man,look at the girl in pink,try standing again
1582,4336614054,what did the man do after he picked up his glove,4336614054_TN_9,wear back,4336614054,TN,dig deeper into box,stand up and walk over,walks away,adjust paper,wear back
1583,3264772244,how is the girl changing the directions of the bike,3264772244_CH_7,move handles,3264772244,CH,superpowers,move handles,carry bicycle up,use bench for support,step on the paddles
1584,5729533897,what did the lady do after she raised the black poster again at the end of the video,5729533897_TN_8,talk and smile,5729533897,TN,kiss baby,write something,get off scooter,talk and smile,wave at camera
1585,9397185434,why do the people push the log of wood,9397185434_CW_1,get it out of the way,9397185434,CW,plant sapling,playing,to travel,get it out of the way,hike
1586,4163033472,what does the girl do after putting down her book,4163033472_TN_7,show the shoes,4163033472,TN,show the shoes,put her fingers together,pick up toy,stop and look,show it to everybody
1587,2401079660,why is the man holding out his hands as the baby tries to walk up the stairs,2401079660_CW_1,ready to catch the baby,2401079660,CW,for support,feel bored,play with dog,ready to catch the baby,chicken went away from him
1588,2973658146,why did the boy stood still for a while at the beginning of the video,2973658146_CW_6,looking at something,2973658146,CW,looking at something,adjust it,to flip,to see how to move the rod,looking at the path
1589,4330113365,how did the man in yellow to produce a musical sound from his instrument,4330113365_CH_5,push instrument up and down,4330113365,CH,push instrument up and down,a bat,tap his feet,tell him something,hit with sticks
1590,8411367591,what did the man in red do after he carried the boy in green up,8411367591_TN_4,walk around the table,8411367591,TN,walk around the table,put pebble in blue container,look at him,takes microphone and answer,dancing
1591,5706721105,how did the man on the left react after the man on the right pointed near the middle of the video,5706721105_TN_8,look in front,5706721105,TN,laughing,talk to the audience,look in front,look at the other man,chin up
1592,5630988927,why did the boy in brown jacket throw the ball forwards,5630988927_CW_10,to play catch,5630988927,CW,to hit the ball,to play catch,for other boy to hit ball,want the dog to play fetch,want to hit baby
1593,2898694467,why did the group of people carry a bag each,2898694467_CW_2,hiking,2898694467,CW,contains things needed for hike,hiking,narrow way,watching demonstration,for balancing
1594,10830982353,what did the man in green do after the man with white cap wipe the box,10830982353_TN_3,close the food,10830982353,TN,hold skateboard,rest,get off stage,stand up,close the food
1595,7124177075,how did the boy get the drink that was far away from him,7124177075_CH_0,he climbed over and grabbed it,7124177075,CH,lady passes the drink to him,crawled towards it,he climbed over and grabbed it,with long straw,jumping down chair
1596,5719002896,what did the lady in black playing the guitar do after she raised her arm in the middle of the video,5719002896_TN_8,walk backwards,5719002896,TN,swing her leg,walk backwards,get off scooter,run away,look at ground
1597,11794945346,why is the lady moving her lips in front of the microphone,11794945346_CW_7,speaking something,11794945346,CW,put food in,moving the joystick,wind,speaking something,public speech
1598,10087471526,why are both boys not wearing shirts,10087471526_CW_4,to keep it dry,10087471526,CW,hot weather,to keep it dry,baby hit face on boy s back,in swimming pool,dressing
1599,5092364159,why is the person on the screen moving its body,5092364159_CW_6,giving instructions on how to dance,5092364159,CW,let go from baby s grip,for people inside to watch,performance,giving instructions on how to dance,moving to the rhythm
1600,5443388088,why does the man in spectacles pass the book to the man next to him,5443388088_CW_3,give as present,5443388088,CW,demonstrating,watching the man write calligraphy,give as present,show affection,reciting the book
1601,5950108376,what did the boy do after the lady pointed at the sea,5950108376_TN_9,point finger,5950108376,TN,pick surfboard up,move backwards,picks flower,float away,point finger
1602,3133113252,how does the lone elephant move along the waters at the start,3133113252_CH_4,walk,3133113252,CH,walk,clean itself,provide milk,splash mud water,touch trunk
1603,5363776323,what does the baby do after sucking the green toy,5363776323_TN_1,put it down,5363776323,TN,slide,let it go and crawl away,put it down,walk away,throw the toy
1604,6990172057,why does the man remove the safety harness from the boy wearing grey before the boy in yellow starts climbing,6990172057_CW_4,taking turns,6990172057,CW,taking turns,swing baby,preparing him for sports activity,unable to continue climbing,safety
1605,10087471526,why does the boy swing his arm back towards the end,10087471526_CW_3,for balance,10087471526,CW,the swing turns,to play the game,blow candles,for balance,play with camera
1606,5379320378,how is man in rainbow dress moving on the stage,5379320378_CH_4,spinning in circles,5379320378,CH,running,spinning in circles,jumping,walking,run to the opposite sides
1607,3376490453,what does the man do after picking up the toy car at the start,3376490453_TN_8,put on table in front,3376490453,TN,push it,ride it,put on table in front,adjusting helmet,press the honk
1608,9662978367,why does the boy kick his left forward,9662978367_CW_5,pedalling bicycle,9662978367,CW,put the shoes in a better place,make space for the children,chase the ball,lady rocking him,pedalling bicycle
1609,7701673270,how does the baby prevent itself from wetting other places,7701673270_CH_11,wear diapers,7701673270,CH,wear shirts,winter clothing,wear diapers,wearing swimming goggles,wear more clothes
1610,4338819435,how did the lady in purple show affection to the cow at the end of the video,4338819435_CH_0,kiss it,4338819435,CH,drag her in a circular motion,hold onto neck,with her hands,kiss it,blow them
1611,8316378691,why does the man place the box to the ground near the end,8316378691_CW_4,give space,8316378691,CW,feed the cat,give space,make it conspicuous,turn on the toy light,let kids walk through
1612,4567287291,how did the person makes sure that the baby does not fall when playing on the bed,4567287291_CH_3,put hand behind,4567287291,CH,hold the walker,held on to handle,hug,sitting down,put hand behind
1613,3126453673,why was the lady looking down at the end,3126453673_CW_5,looking at tickets,3126453673,CW,let others speak,laughing,way of standing,looking at tickets,interacting with boy
1614,6129861127,why were the people on stage moving their bodies,6129861127_CW_2,swaying while performing,6129861127,CW,performance,doing gymnastics move,singing,get down the stage,swaying while performing
1615,2833808682,what does the baby do after she reached the red box,2833808682_TN_3,put the bag down,2833808682,TN,pushes it,push toy to cot,lean forward and put head down,put the bag down,climb up
1616,5460164242,why did the girl sway her body when she looked at the screen,5460164242_CW_0,learn to dance,5460164242,CW,to distract the man,learn to dance,pick up towel,exercising,posing in the camera
1617,7161607459,why was the boy in light blue shirt looking down at the camera at the end,7161607459_CW_8,see where is the shutter button,7161607459,CW,looking at the muddy floor,to play the drums,see where is the shutter button,trying to get up,invoke boys responses
1618,2735742477,why is there a man standing near the container,2735742477_CW_3,oversees the kids,2735742477,CW,to look at the wall,assisting with the barbeque,playing game,having a conversation,oversees the kids
1619,2583111812,why was the man looking down at the start of the video,2583111812_CW_8,look at bunny,2583111812,CW,at the water,swing cloth,gesturing in his speech,look at pebbles,look at bunny
1620,6971785627,why did the man move his hands out of the car s window after speaking to the camera,6971785627_CW_0,take video of the cow,6971785627,CW,touch the cow s horns,catch thrown balls,avoid car collision,feed the cow grass,take video of the cow
1621,11219960546,why does the boy move away from the girl after kissing her cheek,11219960546_CW_1,embarrassed,11219960546,CW,playing,affection,attracted by the toys,embarrassed,show affection and make baby laugh
1622,4829041184,why is the dog looking at the bottle at the start of the video,4829041184_CW_6,wants to play catch,4829041184,CW,wants to drink from bottle,wants to play catch,trying to touch the bottle,smelt something,they smell of the beverage
1623,4681488749,why did the man in spectacles jumped abit after making a funny face at the end of the video,4681488749_CW_6,someone touches the man,4681488749,CW,to drink water,excited,avoid getting hit,someone touches the man,find something funny
1624,3603780993,what does the dog do after putting the plush away at the start of the video,3603780993_TN_6,lies down,3603780993,TN,lies down,starts biting the ball,on the right,walk around in circles,sniff the grass
1625,2432458239,why did the lady carry the crab on a wooden plank,2432458239_CW_0,to release it,2432458239,CW,feed the dolphins,cruising along water,to release it,check on friends,take pictures
1626,3495538595,why is the man in brown holding kite initially,3495538595_CW_0,wait for wind,3495538595,CW,saying hi to everyone,ensure not fall,playing with parrot,free his hands,wait for wind
1627,2471845614,what does the female in wedding dress do after the mc approaches her at the end,2471845614_TN_8,hug her,2471845614,TN,speaking,holds the book,walk away from adult,hug her,to feed and clean bridegroom
1628,2404094215,why does the lady wear a hat,2404094215_CW_0,hiking,2404094215,CW,shy,hiking,poor vision,prevent smelling paint,prevent hair get wet
1629,4555837160,why is the man playing his guitar on stage,4555837160_CW_0,performing,4555837160,CW,performing,for money,enjoy music,to dance with,playing game
1630,3213208382,how did the baby go down the slope,3213208382_CH_2,sled,3213208382,CH,fell,using the kayak paddle,walking with toy car,sled,ride quickly
1631,4400119620,why does the man wearing specs tell the other man to move ahead,4400119620_CW_1,go closer to the bride,4400119620,CW,go closer to the bride,telling others where to look,reversing,stay within the area,talk to him
1632,2806691984,why are the men holding racket in their hands,2806691984_CW_1,play tennis,2806691984,CW,lure the dog to jump,hand gesture,play tennis,coordinate their moves,gesturing to emphasize his point
1633,8898198130,why does the baby in blue keep having his arms raised out towards the boy in black,8898198130_CW_2,wants to play with him,8898198130,CW,itchy and uncomfortable,looking at tablet,jump up and catch the toy,wants to play with him,squeeze it
1634,2547045867,why does the man in grey move his position before the car moves,2547045867_CW_1,avoid car collision,2547045867,CW,to get the dog out,fashion,highway,make space for the grey box,avoid car collision
1635,5687893796,what did the man in white do after he walked into the room at the beginning of the video,5687893796_TN_8,walked near the book shelf,5687893796,TN,looks at the disc,adjust his shirt,walking,talk to camera,walked near the book shelf
1636,6430774273,why does the woman pick up the boy at the beginning of the video,6430774273_CW_1,put him on chair,6430774273,CW,adjust,to make way for the waiter,to play,put him on chair,curious
1637,2712318761,why does the two ladies dance in the house,2712318761_CW_2,having fun indoors,2712318761,CW,having fun indoors,props,encourage baby to dance,striking a pose,mimicking the tv show
1638,6451572823,how did cat try to get toy,6451572823_CH_4,jumping,6451572823,CH,with two front paws,hugged by man,jumping,caress the cats,smell the camera
1639,2713525734,why is the black jacket man swinging side to side as he walks,2713525734_CW_0,legs painful,2713525734,CW,ensure safety,interacting with the bird,pretend to get hit,following,legs painful
1640,8050371010,why does the man hold the shoulder of the baby in the middle of the video,8050371010_CW_2,support baby,8050371010,CW,rocking the baby to sleep,there was a fly on the baby,affectionate gesture,excited to take a photo,support baby
1641,5254588486,why is the tip of the right sock stretching in the middle of the video,5254588486_CW_3,baby bit sock and pull it,5254588486,CW,dog is pulling,cat is pulling,adult put on sock for baby,baby is wearing socks,baby bit sock and pull it
1642,3126453673,why is the lady holding a long strip of paper at the end,3126453673_CW_2,tickets,3126453673,CW,gesture and reading the menu,keep her belongings,reading from script,tickets,refer to script
1643,2824180578,why did the man in red cap walk pass after taking picture of the men in line,2824180578_CW_4,to stay clear of the area,2824180578,CW,grab some food,to stay clear of the area,adjust shades,bespectacled man s instructions part of trick,argument
1644,4681488749,why does the man in black behind pick up his glass at the beginning of the video,4681488749_CW_1,to drink,4681488749,CW,pass man in yellow a present,to swing it,watch the man untie the toy,pretend to be a bull,to drink
1645,6150459616,what does the girl in blue do after approaching the bags in the middle,6150459616_TN_9,search the bag,6150459616,TN,put her hands up,search the bag,tickle baby,lie on sofa,walk to bald man
1646,11794945346,why did the woman and man next to each other dress differently from the group of men wearing formal suits,11794945346_CW_3,it is their wedding,11794945346,CW,it is their wedding,drink from it,work,working with her in the skit,party
1647,2833808682,what does the baby do after she throws the bag into the box,2833808682_TN_4,pick it up again,2833808682,TN,sits down,stand up,grab onto blanket,move toward the slides,pick it up again
1648,3485644822,why did the lady bend forward and throw her hand forward at the start of the video,3485644822_CW_6,throw first wrapping,3485644822,CW,throw first wrapping,pick up toy,point to tree,drag the red box,to show in the video
1649,9692375711,how does the woman in white store her belongings while she walks,9692375711_CH_6,put in bag,9692375711,CH,hold it in hands,hold roller,put in bag,take them out,hold baby by armpits
1650,5719002896,why did the two electric guitarists pose in front of the singer in the middle of the performance,5719002896_CW_1,part of performance,5719002896,CW,enjoy music,part of performance,see the cue,feeling the music,to let him sing
1651,3018394896,why are the ladies clapping,3018394896_CW_5,dance routine,3018394896,CW,dance routine,cheering,safety,put on cream and lotion,saying hi
1652,3120284159,why does the man in red walk away in the middle,3120284159_CW_8,let lady lead horse away,3120284159,CW,dilemma whether to fix the wig,chicken went away from him,to kick ball,let lady lead horse away,coach
1653,2713525734,why did the black and white shirt man touch his shades while he is walking,2713525734_CW_4,adjust shades,2713525734,CW,moving the toy,head itchy,observe brown shirt man,adjust shades,observing the reaction
1654,8994022703,why does the lady displays the mobile screen towards the end,8994022703_CW_3,to show something,8994022703,CW,talk to person speaking in phone,talking on the phone,indicating to the camera man,to show something,playing with toy
1655,9247615457,why did the child fall down on her leg when she lose support from the sofa,9247615457_CW_1,not experienced in standing,9247615457,CW,toy spinning too fast,to support baby,Pick up ball on the ground,put on shoe first,not experienced in standing
1656,5840213492,why are there flashes of camera where the men perform stunt,5840213492_CW_1,photos taken,5840213492,CW,make fire,fly kite,photos taken,dancing to the rhythm,teaching the kid
1657,5443388088,what does the man in spectacles do after putting down his cup in the middle,5443388088_TN_4,take a book out,5443388088,TN,take a book out,stops drinking,change colour,pours drinks,moves the tongs
1658,4810458386,why is the man on the right put the microphone down in the middle of the video,4810458386_CW_2,stop talking,4810458386,CW,take photo from angle,start talking,stop talking,check the microphone,for lady to use
1659,3738987127,why is the girl at the left nodding and opening her mouth at the start of the video,3738987127_CW_2,remembering the song,3738987127,CW,talking with the other girls,to hold lady s hands,found something funny,remembering the song,agreeing with woman
1660,3485644822,how does the lady in red get rid of the black wrapper in the middle of the video,3485644822_CH_5,throw it aside,3485644822,CH,in her pockets,supports it on the side,throw it aside,give to lady,walking
1661,10415409886,why do the three men continuously move forward,10415409886_CW_5,move tyre in front,10415409886,CW,move tyre in front,for defense,keep warm,coordinate their moves,make funny expressions
1662,5029903979,what does the baby do after standing for a while at the end,5029903979_TN_9,sits down,5029903979,TN,sits down,look at me,suck thumb,put hand into mouth,lay still
1663,6025249212,why do the taller children clap when the shorter child enters,6025249212_CW_2,entertain child,6025249212,CW,entertain child,funny,excited,gain attention,person hits toy
1664,2582976771,what did the lady in white do after the boy approached her,2582976771_TN_1,avoid him,2582976771,TN,moved,point at man,look to the left,avoid him,lift up the boy
1665,3099327773,why was there another person crawling in front of the baby,3099327773_CW_2,guide the baby,3099327773,CW,fall over,crawling,practicing crawling,guide the baby,can not walk
1666,13256002144,how are the people moving from places to places in the video,13256002144_CH_5,ski,13256002144,CH,use legs to paddle,ski,standing,cycling,man push his swing
1667,3418738633,how were the man in orange positioning his hands at the start of the video,3418738633_CH_9,hold them up,3418738633,CH,hold each other arms,hold them up,cross in front,talk and nod,by blowing
1668,2482994684,why did the man pass the glasses to the two boys at the start,2482994684_CW_6,for them to put down class,2482994684,CW,easier for him to drink,ensure boy dont fall,read the book for the baby,teach him to dance,for them to put down class
1669,3597467356,why is the boy in white wearing a cap,3597467356_CW_1,protect from sun,3597467356,CW,taking video,speaking,listen to music,assist the man in red landing,protect from sun
1670,7095619943,why did the boy raise the bottle in the middle of the video,7095619943_CW_3,to drink water,7095619943,CW,playing,pick up the present,wants to play with baby,to drink water,to celebrate
1671,3090695613,how did the girl in stripped pants get up the slope after slidding down,3090695613_CH_2,climb up,3090695613,CH,cycle up,carried by lady in red,hold the rope tightly,climb up,pull the string
1672,8095838321,what does the boy do after jumping down from the monkey bars at the end,8095838321_TN_8,swipe of dirt,8095838321,TN,swipe of dirt,ran to the man,shake his hand,shifted away,waved his hands
1673,4163033472,why does the blonde child bend down after coming back at the end of the video,4163033472_CW_5,take out toy from boot,4163033472,CW,check the tent,to kiss girl s stomach,pick up something on ground,to talk to camera,take out toy from boot
1674,2399505725,why are the dogs running round with the toy,2399505725_CW_4,playing,2399505725,CW,to fight with cat,it is being chased,playing,scared,to get ball back
1675,4681488749,what did the man in spectacles do after the man in blue poked him,4681488749_TN_8,jumped,4681488749,TN,raking,pick up ball,scroll his computer,move backward,jumped
1676,2482994684,why did the two boys hold on to a glass cup,2482994684_CW_0,bring to table,2482994684,CW,wants to try,bring to table,feed baby with milk,for them to put down class,to drink when he is thirsty
1677,4192027724,how do the kids play with the carton boxes,4192027724_CH_10,moves it around,4192027724,CH,moves it around,pick up and put in box,play with the rope,touch the figurines,pull the side of the pram
1678,3332115271,why did the boy bend down in front of the bald man,3332115271_CW_7,take something,3332115271,CW,touch sand water,changing his clothes,take something,sun tan,traditional costume
1679,10622567214,why did the dog stand on his feet and mimic a praying action,10622567214_CW_0,grab attention,10622567214,CW,smelling the ground,ensure the dog s on right path,grab attention,play with dog,wants to get pet
1680,12208961114,why did the lady stay still when the boy is brushing her hair,12208961114_CW_7,let boy play,12208961114,CW,let boy play,resting,natural instinct,straighten it,carry it close to her
1681,4458565343,why are the people standing outside the ferry as the ferry is moving,4458565343_CW_4,watching it go,4458565343,CW,enjoying scenery,river flow,watching it go,slowly enjoy the rocks,waiting their turn
1682,9211491999,why is the kid dressed and wearing shoes inside the house,9211491999_CW_2,wearing bedroom slippers to keep warm,9211491999,CW,attract the woman in black,part of his outfit,wearing bedroom slippers to keep warm,act cool,outfit
1683,6070985304,what does the man in yellow do after jumping into the pool in the middle,6070985304_TN_5,comes out,6070985304,TN,push boy,comes out,put hands on his hip,bite burger,stops dancing
1684,6537623889,why does the boy walk away towards the end,6537623889_CW_3,get another ball,6537623889,CW,give spotlight to boy in yellow,wave pushed him,get another ball,finished controlling the helicopter,guide baby forward
1685,4154619533,why did the man in jacket put the object near his eyes as he turns around to face the other girl in black hat,4154619533_CW_4,to take picture,4154619533,CW,listen to them carefully,sign language,intrigued by her performance,see the moves and guide,to take picture
1686,5710270308,what did the baby do after holding the orange ball,5710270308_TN_9,raise the ball in hand,5710270308,TN,raise the ball in hand,move his body,turn towards the toy,bites it,drops the sand
1687,4443349080,what happened to the boy after he kicked the ball high into the fence,4443349080_CW_3,fall over,4443349080,CW,hitted by dog,dog wants to play,lost his attention,fall over,pushed by girl
1688,3400557969,how does the man reaches from one end to another when in the waters,3400557969_CH_0,swim,3400557969,CH,swim,runs her hand through it,hold onto float,standing,use fishing rod
1689,5036295532,what did the baby do before picking up the spoon,5036295532_TP_6,playing with spoon,5036295532,TP,spits out food,playing with spoon,push toy to cot,moving back and forth,turn back
1690,5710270308,how does the baby pick up the orange ball with the hand that initially hold the red ball near the end of the video,5710270308_CH_3,release the red ball first,5710270308,CH,push the steering wheel,use legs to push,put pieces together,with two hands,release the red ball first
1691,3278126113,how did the lady support the baby as the baby walk,3278126113_CH_6,hold baby by armpits,3278126113,CH,kiss the baby,holds on to the toy,touch baby s nose,tickle the baby,hold baby by armpits
1692,3348930430,how was the man with black backpack moving after he got up the slope,3348930430_CH_1,jump,3348930430,CH,crawl on snow,bag,jump,skiing down,uses his hands
1693,5358657883,how does the woman in blue show affection towards the blonde girl,5358657883_CH_2,hug her,5358657883,CH,crawl,hug her,give her chocolate,clap hand,cheers with them
1694,6783533553,why does the musician sit with one leg crossed over the other,6783533553_CW_4,hold the guitar,6783533553,CW,hold the guitar,support himself,following the beat,check what string to play,read book
1695,6782372702,why did the adult touch the cat when he is sleeping,6782372702_CW_0,play with it,6782372702,CW,push away cat from dog ,want cat to catch ball,massage the cat,carry to somewhere,play with it
1696,7987394824,why do the adults constantly keep an eye on their children,7987394824_CW_2,watch out for children s safety,7987394824,CW,baby going to be knocked down by the rollerblader,curious about camera,watch out for children s safety,copy the man s action,readjust boy position
1697,5840213492,how do they go up the hill at the end,5840213492_CH_4,rode the bicycle,5840213492,CH,rolling down,red boat person help to flip,push the ski handles,rode the bicycle,by running up
1698,2514277462,why are the men holding on to the white thing,2514277462_CW_3,game controller,2514277462,CW,fashion,passionate,along with the rhythm,game controller,moving with rhythm
1699,8994022703,what did the lady do after she smiled at the phone towards the end of the video,8994022703_TN_4,show the screen to camera,8994022703,TN,kiss her,smile and look at baby,show the screen to camera,look around,talks to him
1700,4501146951,why are the boys running away from each other,4501146951_CW_3,playing hide and seek,4501146951,CW,leave away from the black dog,playing hide and seek,playingq,chasing balls,happy
1701,4443349080,why does the boy throw the ball on the ground again after picking it up,4443349080_CW_7,to kick ball,4443349080,CW,get his attention,to kick ball,play catch with dog,to catch its attention,interested to play with dog
1702,3958650538,why does the boy shakes the phone in between,3958650538_CW_5,playing,3958650538,CW,playing,lady rocking him,learn to walk,control screen,to remove the toy
1703,10830982353,why did the man in green picked up the box after he closed it,10830982353_CW_7,to give to man,10830982353,CW,communicating,adjust his pants,pick up mud,to give to man,to camouflage
1704,4338260909,why did the man shake his head as he was talking to another person,4338260909_CW_1,excited gesture,4338260909,CW,engage audience,rehearsing script,excited gesture,role play,going with rhythm
1705,7751455900,how did the baby approach the objects,7751455900_CH_2,crawling,7751455900,CH,man carry her on his lap,in her arms,crawling,running,carried by the lady
1706,9921053695,why did the ladies put the two bottles together at the end of the video,9921053695_CW_4,side by side,9921053695,CW,take balloon away from baby,drinking,side by side,changed her mind,point at something
1707,2710168479,why was the group just standing along the pavement,2710168479_CW_4,taking pictures,2710168479,CW,its raining heavily and dark,narrow pathway,performing,lecturing,taking pictures
1708,3826103533,how did the baby interact with the toy in front of him,3826103533_CH_0,hit them,3826103533,CH,tickles him,seatbelt,pulling it,hit them,flip the toy around
1709,4338819435,what did the cow do after the lady bend towards it,4338819435_TN_6,kiss it,4338819435,TN,reach for something,watch them and move around,kiss it,jumps up,looked down at ground
1710,4042843624,why is the man wearing a hat,4042843624_CW_2,hot,4042843624,CW,colleages,keep hands clean,hot,costume,it is sunny
1711,5597037980,why did the boy bend down beside the bottle,5597037980_CW_0,to pick bottle up,5597037980,CW,looking for something,make his hand wet,want to kick bottle,feel comfortable,to pick bottle up
1712,6380666279,why did the black jacket man wear a jacket,6380666279_CW_3,cold,6380666279,CW,cold,protect him from being recognised,hot sun,prepare for hike,prepare for dance competition
1713,3277631367,why did the man in spectacles move his hand forward after raising it up,3277631367_CW_1,showing product,3277631367,CW,showing product,engrossed in dance,emphasise,adjust its position,playing the piano
1714,2582976771,why did the boy put his hands on the table in the middle of the video,2582976771_CW_9,support,2582976771,CW,pick up the bottle,throw the ball,support,serve the ball,grad food
1715,5408572348,what does the girl in blue do after pouring the water to the pail close to her at the start,5408572348_TN_6,dips her spatula in,5408572348,TN,move her forward,cry and shout,step backwards,dips her spatula in,gave it to another person
1716,10211516755,why did she put her hand in her mouth after she picked up the food left on the table,10211516755_CW_5,eat dropped food,10211516755,CW,eat dropped food,blow candle,for the dog to eat,catch spills,deliver the order
1717,11219960546,why does the boy move to hug the girl before moving to the end of the ledge,11219960546_CW_3,show affection,11219960546,CW,prevent him falling off,catch baby if fall,want to play together,to give her food,show affection
1718,9394673735,why did the pigs walk away after trying to eat the leaves outside the fence but failed,9394673735_CW_7,gave up,9394673735,CW,excited to eat,pigs are full,for food,wating instructions to rear sheep,gave up
1719,4164627367,how are the people travelling in the video,4164627367_CH_5,cycling,4164627367,CH,skateboard,stand closely,cycling,by the donkey,hug
1720,3564576864,why did the woman in long sleeves hold on to a cup while talking to the other people at the table,3564576864_CW_2,drinking,3564576864,CW,throw the cup away,sign language,block sunlight,drinking,introduce the cup
1721,2422465594,why did the bigger rabbit turn its head towards where the smaller rabbit came,2422465594_CW_2,prey on it,2422465594,CW,trying to get away,prey on it,follow the smaller dog,wants toy,less energy and bigger sized
1722,3348930430,what did the man with black backpack do after he fell on the ground near the end of the video,3348930430_TN_2,get up,3348930430,TN,looks back at the man speaking,get up,help baby sit back up,stands next to the jumping point,look away from camera
